date,ticker,spot_price,rsi_14,ma_200,above_200ma,rsi_pct,iv_pct,pc_pct,iv_current,pc_ratio,gex_b,gex_regime,zero_gamma,call_wall,put_wall,opportunity_score,signal,signal_detail
2026-04-30,NVDA,199.57,59.74,183.72,True,63.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-30,TSLA,381.63,65.34,402.15,False,77.3,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-01,AAPL,280.14,69.31,255.18,True,82.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-01,AMZN,268.26,82.9,227.38,True,96.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-01,GOOGL,385.69,86.86,281.13,True,94.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-01,META,608.75,43.01,678.28,False,33.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 34%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-01,MSFT,414.44,62.87,468.0,False,72.7,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-01,NVDA,198.45,58.08,183.86,True,59.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-01,TSLA,390.82,67.11,402.49,False,80.4,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-04,AAPL,276.83,65.75,255.52,True,75.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-04,AMZN,272.05,80.49,227.62,True,95.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-04,GOOGL,383.25,82.19,282.13,True,91.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-04,META,610.41,33.54,677.83,False,16.9,,,,,,,,,,2,NEUTRAL — mild dip in own history,"RSI very oversold vs own history (bottom 17%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-04,MSFT,413.62,59.42,467.51,False,68.6,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-04,NVDA,198.48,51.99,183.98,True,48.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-04,TSLA,392.51,63.86,402.86,False,74.8,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-05,AAPL,284.18,65.59,255.88,True,74.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-05,AMZN,273.55,82.32,227.86,True,96.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-05,GOOGL,388.43,82.41,283.15,True,92.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-05,META,604.96,28.45,677.33,False,9.2,,,,,,,,,,3,NEUTRAL — mild dip in own history,"RSI extremely oversold vs own history (bottom 9%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-05,MSFT,411.38,50.09,467.02,False,51.9,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-05,NVDA,196.5,47.58,184.1,True,38.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-05,TSLA,389.37,48.34,403.16,False,44.0,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-06,AAPL,287.51,71.07,256.26,True,85.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-06,AMZN,274.99,82.43,228.08,True,96.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-06,GOOGL,398.04,85.38,284.19,True,94.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-06,META,612.88,29.65,676.83,False,12.2,,,,,,,,,,2,NEUTRAL — mild dip in own history,"RSI very oversold vs own history (bottom 12%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-06,MSFT,413.96,46.36,466.54,False,43.9,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-06,NVDA,207.83,57.92,184.29,True,59.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-06,TSLA,398.73,55.86,403.51,False,59.0,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-07,AAPL,287.44,67.06,256.62,True,78.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-07,AMZN,271.17,74.57,228.3,True,89.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-07,GOOGL,397.99,84.31,285.22,True,93.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-07,META,616.81,26.0,676.39,False,6.5,,,,,,,,,,3,NEUTRAL — mild dip in own history,"RSI extremely oversold vs own history (bottom 6%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-07,MSFT,420.77,48.89,466.12,False,50.1,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-07,NVDA,211.5,58.16,184.51,True,60.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-07,TSLA,411.79,56.56,403.91,True,60.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-08,AAPL,293.32,68.94,257.02,True,81.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-08,AMZN,272.68,79.63,228.52,True,94.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-08,GOOGL,400.8,89.32,286.27,True,97.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-08,META,609.63,27.96,675.87,False,8.9,,,,,,,,,,3,NEUTRAL — mild dip in own history,"RSI extremely oversold vs own history (bottom 9%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-08,MSFT,415.12,48.39,465.66,False,48.0,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-08,NVDA,215.2,60.35,184.73,True,65.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-08,TSLA,428.35,69.15,404.39,True,82.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-11,AAPL,292.68,78.04,257.41,True,92.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-11,AMZN,268.99,72.06,228.71,True,87.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-11,GOOGL,388.64,82.15,287.26,True,90.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-11,META,598.86,26.31,675.29,False,7.8,,,,,,,,,,3,NEUTRAL — mild dip in own history,"RSI extremely oversold vs own history (bottom 8%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-11,MSFT,412.66,43.47,465.17,False,38.2,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-11,NVDA,219.44,64.92,184.96,True,75.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-11,TSLA,445.0,78.11,405.08,True,93.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-12,AAPL,294.8,75.51,257.82,True,89.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-12,AMZN,265.82,62.77,228.88,True,69.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-12,GOOGL,387.35,79.33,288.23,True,88.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-12,META,603.0,25.43,674.74,False,6.1,,,,,,,,,,3,NEUTRAL — mild dip in own history,"RSI extremely oversold vs own history (bottom 6%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-12,MSFT,407.77,35.07,464.64,False,23.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 23%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-12,NVDA,220.78,64.22,185.2,True,73.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-12,TSLA,433.45,70.04,405.67,True,83.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-13,AAPL,298.87,77.53,258.24,True,91.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-13,AMZN,270.13,66.73,229.07,True,78.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-13,GOOGL,402.62,82.94,289.28,True,92.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-13,META,616.63,35.24,674.24,False,20.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 21%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-13,MSFT,405.21,42.43,464.1,False,34.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 34%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-13,NVDA,225.83,69.7,185.44,True,82.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-13,TSLA,445.27,81.75,406.27,True,97.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-14,AAPL,298.21,80.51,258.68,True,94.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-14,AMZN,267.22,54.14,229.25,True,51.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-14,GOOGL,401.07,80.54,290.3,True,89.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-14,META,618.43,28.22,673.83,False,9.9,,,,,,,,,,3,NEUTRAL — mild dip in own history,"RSI extremely oversold vs own history (bottom 10%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-14,MSFT,409.43,38.31,463.59,False,28.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 28%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-14,NVDA,235.74,70.27,185.74,True,83.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-14,TSLA,443.3,79.89,406.88,True,95.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-15,AAPL,300.23,87.88,259.13,True,97.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-15,AMZN,264.14,53.85,229.42,True,51.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-15,GOOGL,396.78,75.48,291.31,True,83.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-15,META,614.23,25.34,673.42,False,6.0,,,,,,,,,,3,NEUTRAL — mild dip in own history,"RSI extremely oversold vs own history (bottom 6%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-15,MSFT,421.92,48.12,463.13,False,48.0,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-15,NVDA,225.32,56.24,185.97,True,56.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-15,TSLA,422.24,66.66,407.4,True,79.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-18,AAPL,297.84,82.03,259.58,True,95.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-18,AMZN,264.86,56.7,229.57,True,57.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-18,GOOGL,396.94,75.99,292.33,True,83.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-18,META,611.21,26.19,672.61,False,8.2,,,,,,,,,,3,NEUTRAL — mild dip in own history,"RSI extremely oversold vs own history (bottom 8%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-18,MSFT,423.54,46.17,462.58,False,43.8,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-18,NVDA,222.32,56.59,186.19,True,57.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-18,TSLA,409.99,62.1,407.9,True,70.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-19,AAPL,298.97,83.54,260.07,True,96.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-19,AMZN,259.34,45.45,229.79,True,34.3,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 34%) | Above 200MA — uptrend intact [price-based only]
2026-05-19,GOOGL,387.66,68.89,293.32,True,73.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-19,META,602.61,24.93,671.88,False,5.6,,,,,,,,,,3,NEUTRAL — mild dip in own history,"RSI extremely oversold vs own history (bottom 6%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-19,MSFT,417.42,45.36,462.05,False,42.4,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-19,NVDA,220.61,58.45,186.43,True,60.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-19,TSLA,404.11,60.95,408.41,False,68.7,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-20,AAPL,302.25,84.3,260.56,True,97.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-20,AMZN,265.01,49.94,230.06,True,43.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-20,GOOGL,388.91,53.1,294.29,True,43.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-20,META,605.06,45.6,671.02,False,39.3,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-20,MSFT,421.06,60.58,461.48,False,70.3,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-20,NVDA,223.47,69.8,186.65,True,82.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-20,TSLA,417.26,62.09,408.95,True,70.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-21,AAPL,304.99,81.87,261.07,True,94.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-21,AMZN,268.46,50.22,230.33,True,43.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-21,GOOGL,387.66,51.48,295.26,True,41.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-21,META,607.38,49.11,670.24,False,45.6,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-21,MSFT,419.09,54.0,460.93,False,59.9,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-21,NVDA,219.51,66.66,186.85,True,77.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-21,TSLA,417.85,59.74,409.5,True,66.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-22,AAPL,308.82,90.48,261.55,True,98.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-22,AMZN,266.32,43.33,230.55,True,29.4,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 29%) | Above 200MA — uptrend intact [price-based only]
2026-05-22,GOOGL,382.97,49.8,296.19,True,38.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-22,META,610.26,49.9,669.43,False,47.2,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-22,MSFT,418.57,54.28,460.4,False,60.2,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-22,NVDA,215.33,62.51,187.03,True,69.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-22,TSLA,426.01,61.54,410.03,True,69.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-26,AAPL,308.33,86.98,261.99,True,97.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-26,AMZN,265.29,40.27,230.77,True,23.1,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 23%) | Above 200MA — uptrend intact [price-based only]
2026-05-26,GOOGL,388.88,50.32,297.15,True,40.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-26,META,612.34,54.93,668.68,False,54.6,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-26,MSFT,416.03,54.0,459.88,False,59.9,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-26,NVDA,214.86,63.94,187.2,True,72.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-26,TSLA,433.59,64.78,410.58,True,76.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-27,AAPL,310.85,86.65,262.4,True,97.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-27,AMZN,271.85,46.7,231.01,True,36.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-27,GOOGL,388.83,42.33,298.09,True,25.0,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 25%) | Above 200MA — uptrend intact [price-based only]
2026-05-27,META,635.26,62.44,668.01,False,69.5,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-27,MSFT,412.67,48.9,459.33,False,50.6,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-27,NVDA,212.6,54.2,187.35,True,52.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-27,TSLA,440.36,64.16,411.14,True,74.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-28,AAPL,312.51,87.5,262.83,True,97.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-28,AMZN,274.0,53.08,231.27,True,50.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-28,GOOGL,390.13,43.58,299.04,True,26.8,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 27%) | Above 200MA — uptrend intact [price-based only]
2026-05-28,META,635.29,60.74,667.36,False,66.8,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-28,MSFT,426.99,54.69,458.86,False,61.1,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-28,NVDA,214.25,52.51,187.51,True,47.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-28,TSLA,442.1,61.17,411.65,True,68.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-29,AAPL,312.06,83.46,263.24,True,95.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-29,AMZN,270.64,47.86,231.52,True,38.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-05-29,GOOGL,380.34,35.01,299.92,True,13.1,,,,,,,,,,3,NEUTRAL — mild dip in own history,RSI very oversold vs own history (bottom 13%) | Above 200MA — uptrend intact [price-based only]
2026-05-29,META,632.51,64.02,666.57,False,71.9,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-29,MSFT,450.24,70.91,458.46,False,86.5,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-05-29,NVDA,211.14,46.25,187.65,True,33.1,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 33%) | Above 200MA — uptrend intact [price-based only]
2026-05-29,TSLA,435.79,52.96,412.13,True,52.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-06-01,AAPL,306.31,70.58,263.6,True,81.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-06-01,AMZN,261.26,42.77,231.7,True,27.8,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 28%) | Above 200MA — uptrend intact [price-based only]
2026-06-01,GOOGL,376.37,39.78,300.79,True,20.0,,,,,,,,,,3,NEUTRAL — mild dip in own history,RSI very oversold vs own history (bottom 20%) | Above 200MA — uptrend intact [price-based only]
2026-06-01,META,600.47,50.78,665.67,False,48.4,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-01,MSFT,460.52,76.07,458.16,True,92.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-06-01,NVDA,224.36,53.9,187.87,True,51.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-06-01,TSLA,415.88,38.69,412.51,True,21.9,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 22%) | Above 200MA — uptrend intact [price-based only]
2026-06-02,AAPL,315.2,75.58,264.01,True,87.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-06-02,AMZN,256.52,41.55,231.83,True,24.8,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 25%) | Above 200MA — uptrend intact [price-based only]
2026-06-02,GOOGL,361.85,32.6,301.59,True,10.9,,,,,,,,,,3,NEUTRAL — mild dip in own history,RSI very oversold vs own history (bottom 11%) | Above 200MA — uptrend intact [price-based only]
2026-06-02,META,597.63,47.36,664.75,False,41.2,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-02,MSFT,441.31,65.81,457.76,False,77.5,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-02,NVDA,222.82,51.61,188.07,True,45.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-06-02,TSLA,423.74,46.12,412.95,True,37.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-06-03,AAPL,310.26,63.98,264.41,True,68.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-06-03,AMZN,250.02,32.42,231.93,True,11.7,,,,,,,,,,3,NEUTRAL — mild dip in own history,RSI very oversold vs own history (bottom 12%) | Above 200MA — uptrend intact [price-based only]
2026-06-03,GOOGL,358.99,14.16,302.36,True,0.4,,,,,,,,,,4,WATCH — price-based setup (options data from today forward),RSI extremely oversold vs own history (bottom 0%) | Above 200MA — uptrend intact [price-based only]
2026-06-03,META,622.98,52.8,663.94,False,50.5,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-03,MSFT,427.34,59.42,457.29,False,69.2,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-03,NVDA,214.75,41.65,188.24,True,21.2,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 21%) | Above 200MA — uptrend intact [price-based only]
2026-06-03,TSLA,423.7,40.48,413.42,True,24.3,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 24%) | Above 200MA — uptrend intact [price-based only]
2026-06-04,AAPL,311.23,65.85,264.81,True,72.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
